Id,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,SalePrice
741,0,0,2,0,2,1,132000
742,1,1,1,0,3,1,142000
743,0,0,2,0,3,1,179000
744,0,1,2,0,3,1,175000
745,1,0,2,0,2,1,180000
746,0,1,3,1,4,1,299800
747,0,0,2,1,4,1,236000
748,0,0,1,1,4,1,265979
749,1,0,2,0,3,1,260400
750,0,0,2,0,4,1,98000
751,0,0,1,0,3,1,96500
752,0,0,2,1,3,1,162000
753,1,0,2,0,3,1,217000
754,0,0,2,1,3,1,275500
755,1,0,1,0,3,1,156000
756,0,0,2,1,3,1,172500
757,0,0,2,1,3,1,212000
758,0,0,2,1,3,1,158900
759,0,0,2,1,3,1,179400
760,0,0,2,1,4,1,290000
761,0,0,1,0,2,1,127500
762,0,0,1,0,2,1,100000
763,0,0,2,1,3,1,215200
764,1,0,2,1,3,1,337000
765,1,0,1,1,2,1,270000
766,0,0,2,0,2,1,264132
767,0,0,2,1,3,1,196500
768,1,0,2,0,4,1,160000
769,0,0,2,0,3,1,216837
770,1,0,3,1,4,1,538000
771,1,0,1,0,2,1,134900
772,0,0,1,0,2,1,102000
773,1,0,1,0,3,1,107000
774,0,0,1,0,2,1,114500
775,0,0,2,0,3,1,395000
776,1,0,2,0,2,1,162000
777,0,0,2,0,3,1,221500
778,1,0,1,0,3,1,142500
779,0,0,2,0,4,2,144000
780,1,0,1,0,2,1,135000
781,0,0,2,0,3,1,176000
782,0,0,2,1,3,1,175900
783,0,0,2,0,3,1,187100
784,1,0,1,0,1,1,165500
785,0,0,2,0,3,1,128000
786,0,0,2,0,3,1,161500
787,1,0,2,0,4,1,139000
788,1,0,2,1,4,1,233000
789,0,0,1,0,2,1,107900
790,0,0,2,1,5,1,187500
791,0,0,2,0,2,1,160200
792,1,0,1,0,3,1,146800
793,1,0,2,1,3,1,269790
794,0,0,2,0,3,1,225000
795,0,0,2,1,3,1,194500
796,0,0,2,1,3,1,171000
797,0,0,1,1,3,1,143500
798,0,0,1,0,2,1,110000
799,0,0,3,1,4,1,485000
800,1,0,1,1,3,1,175000
801,1,0,2,1,4,1,200000
802,1,0,1,0,2,1,109900
803,1,0,2,1,3,1,189000
804,0,0,3,1,4,1,582933
805,0,0,1,0,2,1,118000
806,0,0,2,0,3,1,227680
807,0,0,2,0,3,1,135500
808,2,0,1,1,3,1,223500
809,1,0,1,0,3,1,159950
810,0,0,2,0,2,3,106000
811,1,0,1,1,3,1,181000
812,1,0,1,0,1,1,144500
813,0,0,1,0,2,1,55993
814,0,0,1,1,4,1,157900
815,0,1,1,1,3,1,116000
816,0,0,2,0,3,1,224900
817,0,0,1,0,2,1,137000
818,1,0,2,0,3,1,271000
819,1,0,1,0,3,1,155000
820,1,0,2,0,2,1,224000
821,0,0,2,1,3,1,183000
822,0,0,1,0,2,1,93000
823,0,0,2,1,3,1,225000
824,0,0,2,0,3,1,139500
825,0,0,2,0,3,1,232600
826,1,0,2,0,2,1,385000
827,1,0,1,0,2,1,109500
828,0,0,2,0,3,1,189000
829,0,1,2,1,3,1,185000
830,0,0,2,1,2,1,147400
831,1,0,1,1,3,1,166000
832,0,0,2,1,2,1,151000
833,1,0,2,1,3,1,237000
834,0,0,1,1,3,1,167000
835,1,0,1,0,3,1,139950
836,0,0,2,0,2,1,128000
837,1,0,1,0,2,1,153500
838,1,0,1,1,2,1,100000
839,0,0,1,1,3,1,144000
840,0,0,1,0,3,1,130500
841,0,0,2,0,4,1,140000
842,0,0,2,0,3,1,157500
843,1,0,1,1,3,1,174900
844,0,0,2,0,6,2,141000
845,0,0,1,1,4,1,153900
846,1,0,2,0,3,1,171000
847,1,0,2,1,3,1,213000
848,1,0,1,0,3,1,133500
849,0,0,3,0,5,1,240000
850,0,0,2,1,3,1,187000
851,1,0,1,0,1,1,131500
852,0,0,2,0,2,1,215000
853,0,0,2,0,4,1,164000
854,0,0,1,1,3,1,158000
855,1,0,1,1,3,1,170000
856,1,0,1,1,3,1,127000
857,1,0,1,0,3,1,147000
858,0,0,2,1,3,1,174000
859,0,0,2,0,3,1,152000
860,1,0,2,1,4,1,250000
861,0,0,1,1,3,1,189950
862,1,0,1,1,3,1,131500
863,0,0,2,0,3,1,152000
864,1,0,1,0,3,1,132500
865,0,0,2,0,3,1,250580
866,1,0,1,0,3,1,148500
867,0,0,2,0,3,1,248900
868,1,0,1,1,3,1,129000
869,0,0,2,0,2,1,169000
870,1,0,2,1,3,1,236000
871,0,0,1,0,2,1,109500
872,0,0,2,1,3,1,200500
873,0,0,1,0,3,1,116000
874,0,0,1,0,3,1,133000
875,0,0,1,1,3,1,66500
876,0,0,2,1,4,1,303477
877,1,0,1,0,3,1,132250
878,1,0,2,1,4,1,350000
879,1,0,1,0,3,1,148000
880,1,0,1,0,3,1,136500
881,1,0,1,1,2,1,157000
882,0,0,2,1,3,1,187500
883,0,0,2,1,3,1,178000
884,1,0,1,0,5,1,118500
885,0,0,1,0,3,1,100000
886,1,0,2,0,2,1,328900
887,0,0,2,0,4,2,145000
888,0,0,1,1,3,1,135500
889,1,0,2,0,4,1,268000
890,1,0,1,0,2,1,149500
891,0,0,1,0,3,1,122900
892,0,0,2,1,3,1,172500
893,0,1,1,0,3,1,154500
894,1,0,1,0,3,1,165000
895,0,0,2,0,4,2,118858
896,1,0,1,1,4,1,140000
897,0,0,1,0,2,1,106500
898,0,0,2,0,6,2,142953
899,1,0,2,1,2,1,611657
900,0,0,1,0,3,1,135000
901,0,0,1,0,2,1,110000
902,1,0,1,0,2,1,153000
903,0,0,2,1,3,1,180000
904,0,0,2,0,3,1,240000
905,0,0,1,0,3,1,125500
906,1,0,1,0,3,1,128000
907,1,0,2,0,3,1,255000
908,0,0,1,1,3,1,250000
909,1,0,1,0,2,1,131000
910,0,0,2,1,3,1,174000
911,0,0,2,0,5,2,154300
912,0,0,1,1,3,1,143500
913,0,0,1,0,3,1,88000
914,0,0,2,0,4,2,145000
915,0,0,2,1,2,1,173733
916,0,0,1,1,3,1,75000
917,1,0,0,0,1,1,35311
918,0,0,1,0,3,1,135000
919,1,0,2,1,4,1,238000
920,1,0,1,0,3,1,176500
921,0,1,2,1,3,1,201000
922,2,0,2,2,4,2,145900
923,0,0,2,0,3,1,169990
924,1,0,2,0,2,1,193000
925,1,0,2,0,3,1,207500
926,0,1,2,0,3,1,175000
927,0,0,2,1,4,1,285000
928,0,0,2,1,4,1,176000
929,0,0,2,0,3,1,236500
930,0,0,2,1,4,1,222000
931,0,0,2,0,3,1,201000
932,0,1,1,0,2,1,117500
933,0,0,2,0,3,1,320000
934,0,0,2,0,3,1,190000
935,1,0,2,0,4,1,242000
936,0,0,1,0,1,1,79900
937,1,0,2,0,2,1,184900
938,0,0,2,1,3,1,253000
939,0,0,2,1,3,1,239799
940,0,0,2,0,4,1,244400
941,0,0,2,0,4,2,150900
942,1,0,2,1,3,1,214000
943,2,0,2,0,4,2,150000
944,0,0,2,0,4,2,143000
945,0,1,1,0,3,1,137500
946,0,0,1,0,2,1,124900
947,1,0,1,0,3,1,143000
948,1,0,2,0,3,1,270000
949,0,0,2,1,3,1,192500
950,1,0,1,1,3,1,197500
951,1,0,1,0,3,1,129000
952,1,0,1,0,3,1,119900
953,0,1,1,0,2,1,133900
954,0,1,2,1,4,1,172000
955,0,2,2,0,4,0,127500
956,0,0,2,0,4,2,145000
957,0,0,1,1,2,1,124000
958,0,0,1,0,3,1,132000
959,1,0,2,0,3,1,185000
960,1,0,2,1,3,1,155000
961,1,0,1,0,2,1,116500
962,1,0,2,1,4,1,272000
963,1,0,2,1,3,1,155000
964,0,0,2,0,2,1,239000
965,1,0,2,1,4,1,214900
966,0,0,2,1,3,1,178900
967,1,0,1,1,2,1,160000
968,1,0,1,0,3,1,135000
969,0,0,1,0,2,1,37900
970,1,0,1,0,2,1,140000
971,0,0,1,1,4,1,135000
972,0,0,2,0,2,1,173000
973,0,0,2,0,2,1,99500
974,0,0,2,0,3,1,182000
975,0,0,1,0,3,1,167500
976,1,0,2,1,3,1,165000
977,0,0,1,0,2,1,85500
978,1,0,1,1,1,1,199900
979,0,0,1,0,3,1,110000
980,1,0,1,0,3,1,139000
981,1,0,1,0,3,1,178400
982,1,0,2,1,4,1,336000
983,0,0,2,0,2,1,159895
984,0,0,2,1,4,1,255900
985,0,0,2,0,4,2,126000
986,1,0,1,0,3,1,125000
987,0,0,1,0,2,1,117000
988,1,0,2,1,3,1,395192
989,0,0,2,1,4,1,195000
990,0,0,2,1,3,1,197000
991,1,0,2,1,3,1,348000
992,0,0,1,1,4,1,168000
993,0,0,2,1,3,1,187000
994,0,0,2,1,3,1,173900
995,1,0,2,0,3,1,337500
996,1,0,1,1,3,1,121600
997,1,0,1,0,3,1,136500
998,0,0,2,0,2,1,185000
999,0,0,1,0,3,1,91000
1000,1,0,2,0,2,1,206000
1001,0,0,1,0,2,1,82000
1002,0,0,1,0,2,1,86000
1003,0,0,2,0,3,1,232000
1004,0,0,2,0,4,2,136905
1005,0,0,2,0,1,1,181000
1006,0,0,2,0,3,1,149900
1007,0,1,2,0,3,1,163500
1008,0,0,1,1,3,1,88000
1009,0,0,2,0,3,1,240000
1010,0,0,2,0,4,1,102000
1011,0,0,2,0,4,1,135000
1012,0,0,2,0,4,2,100000
1013,0,0,1,1,3,1,165000
1014,1,0,1,0,2,1,85000
1015,0,0,1,0,2,1,119200
1016,1,0,2,1,3,1,227000
1017,1,0,2,0,3,1,203000
1018,1,0,1,0,1,1,187500
1019,0,0,2,1,3,1,160000
1020,0,0,2,0,2,1,213490
1021,1,0,1,1,2,1,176000
1022,1,0,2,0,2,1,194000
1023,0,0,1,0,2,1,87000
1024,0,0,2,0,2,1,191000
1025,1,0,2,0,2,1,287000
1026,1,0,1,0,3,1,112500
1027,1,0,1,0,3,1,167500
1028,1,0,2,0,3,1,293077
1029,1,0,1,0,3,1,105000
1030,0,1,1,1,3,1,118000
1031,0,0,2,0,5,2,160000
1032,1,0,2,1,5,1,197000
1033,1,0,2,1,5,1,310000
1034,1,0,2,0,3,1,230000
1035,0,0,1,0,2,1,119750
1036,0,0,1,0,3,1,84000
1037,1,0,2,0,2,1,315500
1038,0,0,2,1,3,1,287000
1039,0,0,1,1,3,1,97000
1040,1,0,1,0,1,1,80000
1041,1,0,2,0,3,1,155000
1042,0,1,1,1,4,1,173000
1043,1,0,2,0,1,1,196000
1044,1,0,2,1,4,1,262280
1045,1,0,2,1,4,1,278000
1046,0,0,2,0,4,1,139600
1047,0,0,3,1,4,1,556581
1048,0,1,1,0,3,1,145000
1049,0,0,1,0,3,1,115000
1050,0,0,1,0,2,1,84900
1051,0,0,2,0,3,1,176485
1052,0,0,2,0,3,1,200141
1053,0,1,1,1,4,1,165000
1054,0,0,1,0,4,1,144500
1055,1,0,2,1,3,1,255000
1056,0,1,2,0,3,1,180000
1057,1,0,2,0,2,1,185850
1058,0,0,2,1,3,1,248000
1059,1,0,2,1,3,1,335000
1060,0,0,1,1,3,1,220000
1061,1,0,2,0,2,1,213500
1062,0,0,1,0,2,1,81000
1063,0,0,2,0,5,2,90000
1064,0,0,1,0,2,1,110500
1065,0,0,1,1,3,1,154000
1066,1,0,2,1,3,1,328000
1067,0,0,2,1,3,1,178000
1068,1,0,1,1,4,1,167900
1069,1,0,2,1,5,1,151400
1070,0,1,1,0,2,1,135000
1071,1,0,1,0,3,1,135000
1072,0,0,1,1,4,1,154000
1073,1,1,1,0,4,1,91500
1074,0,0,1,1,3,1,159500
1075,0,0,2,0,2,1,194000
1076,0,0,1,1,3,1,219500
1077,0,1,2,0,3,1,170000
1078,1,0,1,0,3,1,138800
1079,1,0,1,0,1,1,155900
1080,0,0,1,0,3,1,126000
1081,0,1,2,0,3,1,145000
1082,1,0,1,1,3,1,133000
1083,0,0,2,0,3,1,192000
1084,1,0,1,0,3,1,160000
1085,0,0,2,1,3,1,187500
1086,1,0,1,0,2,1,147000
1087,0,0,1,1,3,1,83500
1088,0,0,2,1,3,1,252000
1089,0,0,2,0,3,1,137500
1090,1,0,1,1,1,1,197000
1091,0,0,2,0,2,2,92900
1092,1,0,2,1,2,1,160000
1093,0,0,2,0,4,1,136500
1094,1,0,1,1,1,1,146000
1095,1,0,1,0,2,1,129000
1096,0,0,2,0,3,1,176432
1097,0,0,1,1,3,1,127000
1098,0,0,1,1,2,1,170000
1099,0,0,1,0,3,1,128000
1100,0,0,2,0,3,1,157000
1101,0,0,1,0,1,1,60000
1102,0,0,1,0,3,1,119500
1103,0,0,1,0,2,1,135000
1104,0,1,1,0,3,1,159500
1105,0,0,2,1,3,1,106000
1106,1,0,2,1,3,1,325000
1107,1,0,2,0,3,1,179900
1108,0,0,2,1,3,1,274725
1109,0,0,2,1,3,1,181000
1110,1,0,2,0,3,1,280000
1111,1,0,2,1,3,1,188000
1112,0,0,2,1,4,1,205000
1113,1,0,1,0,2,1,129900
1114,1,0,1,0,2,1,134500
1115,0,0,1,0,2,1,117000
1116,1,0,2,0,3,1,318000
1117,1,0,2,1,3,1,184100
1118,1,0,1,0,3,1,130000
1119,0,1,1,0,3,1,140000
1120,0,0,1,0,3,1,133700
1121,0,0,1,0,2,1,118400
1122,0,0,2,0,3,1,212900
1123,0,0,1,0,3,1,112000
1124,0,1,1,0,2,1,118000
1125,0,0,2,1,3,1,163900
1126,0,0,1,0,2,1,115000
1127,0,0,2,0,2,1,174000
1128,1,0,2,0,3,1,259000
1129,0,0,2,1,4,1,215000
1130,1,0,1,0,2,1,140000
1131,1,0,2,0,4,1,135000
1132,0,0,1,0,3,1,93500
1133,0,0,2,0,5,1,117500
1134,0,0,2,1,3,1,239500
1135,0,0,2,1,3,1,169000
1136,0,0,1,0,2,1,102000
1137,0,0,1,0,3,1,119000
1138,0,0,1,0,2,1,94000
1139,1,0,2,0,2,1,196000
1140,0,0,1,0,3,1,144000
1141,1,0,1,0,2,1,139000
1142,1,0,2,1,4,1,197500
1143,1,0,3,0,4,1,424870
1144,0,0,1,0,3,1,80000
1145,1,0,1,0,2,1,80000
1146,0,0,1,0,3,1,149000
1147,1,0,2,0,3,1,180000
1148,0,0,1,1,3,1,174500
1149,0,0,1,0,2,1,116900
1150,0,1,1,0,3,1,143000
1151,0,0,1,0,2,1,124000
1152,0,0,1,1,3,1,149900
1153,0,0,1,0,2,1,230000
1154,0,0,1,0,2,1,120500
1155,0,0,1,2,4,1,201800
1156,1,0,2,0,3,1,218000
1157,0,1,2,0,3,1,179900
1158,1,0,2,0,2,1,230000
1159,0,0,2,0,3,1,235128
1160,0,0,2,1,4,1,185000
1161,0,0,2,1,3,1,146000
1162,1,0,1,0,3,1,224000
1163,0,0,1,0,3,1,129000
1164,2,0,0,2,0,2,108959
1165,1,0,1,1,2,1,194000
1166,0,0,2,0,3,1,233170
1167,0,0,2,0,3,1,245350
1168,1,0,2,1,3,1,173000
1169,0,0,2,0,4,1,235000
1170,1,0,3,1,4,1,625000
1171,1,0,1,0,3,1,171000
1172,1,0,1,0,3,1,163000
1173,0,0,2,1,2,1,171900
1174,0,0,3,0,3,1,200500
1175,0,0,2,1,4,1,239000
1176,0,0,2,1,4,1,285000
1177,1,0,1,0,3,1,119500
1178,0,0,1,0,3,1,115000
1179,0,0,1,1,3,1,154900
1180,0,0,1,0,3,1,93000
1181,0,0,2,1,4,1,250000
1182,1,1,2,0,2,1,392500
1183,1,0,3,1,4,1,745000
1184,1,0,1,0,2,1,120000
1185,1,0,1,1,3,1,186700
1186,1,0,1,0,4,1,104900
1187,1,0,2,0,3,2,95000
1188,1,0,2,0,2,1,262000
1189,0,0,2,1,3,1,195000
1190,0,0,2,1,3,1,189000
1191,1,0,1,0,3,1,168000
1192,0,0,2,1,2,1,174000
1193,0,0,1,0,3,1,125000
1194,1,0,2,0,2,1,165000
1195,0,0,1,1,4,1,158000
1196,0,0,2,1,3,1,176000
1197,0,0,2,1,4,1,219210
1198,0,0,1,0,3,1,144000
1199,0,0,2,0,3,1,178000
1200,0,0,1,1,3,1,148000
1201,0,0,1,0,3,1,116050
1202,0,0,2,1,3,1,197900
1203,1,0,1,0,3,1,117000
1204,0,0,2,0,3,1,213000
1205,1,0,1,1,3,1,153500
1206,0,0,2,0,3,1,271900
1207,1,0,1,0,2,1,107000
1208,1,0,2,0,3,1,200000
1209,1,0,1,0,3,1,140000
1210,1,0,2,0,3,1,290000
1211,0,0,2,1,3,1,189000
1212,0,0,2,0,4,1,164000
1213,1,0,1,0,2,1,113000
1214,1,1,0,0,0,1,145000
1215,1,0,1,0,3,1,134500
1216,0,0,1,0,3,1,125000
1217,0,0,2,0,4,2,112000
1218,1,0,2,0,3,1,229456
1219,0,0,1,0,2,1,80500
1220,0,0,1,1,3,1,91500
1221,0,0,1,0,2,1,115000
1222,0,0,1,0,3,1,134000
1223,0,0,2,0,3,1,143000
1224,0,0,2,0,4,1,137900
1225,1,0,2,1,3,1,184000
1226,0,1,1,0,3,1,145000
1227,0,0,2,1,4,1,214000
1228,1,0,1,0,2,1,147000
1229,1,0,1,1,1,1,367294
1230,0,0,2,0,4,1,127000
1231,0,0,2,2,4,2,190000
1232,1,0,1,0,3,1,132500
1233,0,0,2,0,2,2,101800
1234,1,0,1,0,3,1,142000
1235,0,0,1,1,4,1,130000
1236,0,0,1,1,4,1,138887
1237,0,0,2,1,2,1,175500
1238,0,0,2,1,4,1,195000
1239,0,0,1,1,3,1,142500
1240,0,0,2,0,2,1,265900
1241,1,0,2,1,3,1,224900
1242,0,0,2,0,3,1,248328
1243,1,0,2,0,3,1,170000
1244,1,0,2,1,2,1,465000
1245,0,0,1,0,3,1,230000
1246,0,0,3,1,3,1,178000
1247,0,0,2,1,3,1,186500
1248,1,0,1,0,3,1,169900
1249,0,0,1,1,3,1,129500
1250,0,0,1,0,3,1,119000
1251,1,0,2,1,3,1,244000
1252,0,0,2,0,2,1,171750
1253,1,0,1,0,3,1,130000
1254,1,0,2,1,3,1,294000
1255,0,0,2,1,3,1,165400
1256,0,0,1,0,3,1,127500
1257,1,0,2,0,2,1,301500
1258,0,0,1,0,2,1,99900
1259,1,0,2,0,2,1,190000
1260,1,0,1,1,3,1,151000
1261,0,0,2,1,3,1,181000
1262,0,0,1,0,2,1,128900
1263,1,0,1,0,5,1,161500
1264,0,0,1,0,3,1,180500
1265,1,0,2,0,2,1,181000
1266,1,0,2,1,3,1,183900
1267,0,0,1,1,4,2,122000
1268,0,0,2,0,3,1,378500
1269,0,0,3,1,4,1,381000
1270,0,0,1,1,3,1,144000
1271,2,0,0,1,0,1,260000
1272,0,0,2,0,3,1,185750
1273,1,0,1,0,3,1,137000
1274,1,0,1,0,2,1,177000
1275,0,0,2,0,3,1,139000
1276,0,0,2,0,4,2,137000
1277,0,1,1,1,3,1,162000
1278,1,0,1,1,3,1,197900
1279,1,0,2,1,3,1,237000
1280,0,0,1,0,2,1,68400
1281,1,0,2,0,3,1,227000
1282,1,0,2,0,2,1,180000
1283,0,0,2,0,3,1,150500
1284,0,0,2,2,4,2,139000
1285,0,0,2,0,4,1,169000
1286,0,0,1,0,4,1,132500
1287,1,0,1,1,3,1,143000
1288,0,1,2,0,4,1,190000
1289,1,0,2,0,2,1,278000
1290,0,0,2,1,3,1,281000
1291,1,0,1,0,3,1,180500
1292,0,0,2,1,3,1,119500
1293,0,0,2,0,4,2,107500
1294,0,0,2,1,4,1,162900
1295,1,0,1,0,2,1,115000
1296,1,0,1,1,3,1,138500
1297,1,0,2,0,3,1,155000
1298,1,0,2,0,2,1,140000
1299,2,0,2,1,3,1,160000
1300,1,0,1,1,3,1,154000
1301,0,0,2,1,3,1,225000
1302,0,0,1,0,3,1,177500
1303,1,0,2,1,4,1,290000
1304,0,0,2,0,3,1,232000
1305,0,0,2,0,3,1,130000
1306,1,0,2,0,2,1,325000
1307,0,0,2,0,2,1,202500
1308,1,0,1,0,3,1,138000
1309,1,0,1,0,2,1,147000
1310,1,0,2,0,3,1,179200
1311,1,0,2,0,3,1,335000
1312,1,0,2,0,3,1,203000
1313,0,0,2,1,4,1,302000
1314,0,0,2,1,4,1,333168
1315,1,0,1,0,3,1,119000
1316,0,0,2,1,4,1,206900
1317,1,0,2,0,3,1,295493
1318,0,0,2,0,2,1,208900
1319,0,0,2,0,3,1,275000
1320,0,0,1,0,3,1,111000
1321,1,0,1,1,3,1,156500
1322,0,0,1,0,2,1,72500
1323,1,0,2,1,3,1,190000
1324,0,0,1,0,2,1,82500
1325,0,0,2,0,2,1,147000
1326,0,0,1,0,2,1,55000
1327,0,0,1,0,3,1,79000
1328,0,1,1,0,3,1,130500
1329,0,0,2,0,5,1,256000
1330,0,0,2,1,3,1,176500
1331,0,0,2,0,3,1,227000
1332,0,0,1,0,3,1,132500
1333,1,0,1,0,2,1,100000
1334,0,0,1,1,2,1,125500
1335,0,0,1,1,3,1,125000
1336,0,1,2,0,2,1,167900
1337,0,0,2,0,4,2,135000
1338,0,0,1,0,2,1,52500
1339,1,0,2,1,3,1,200000
1340,0,0,1,0,3,1,128500
1341,0,0,1,0,3,1,123000
1342,1,0,1,0,3,1,155000
1343,0,0,2,1,3,1,228500
1344,0,0,1,1,3,1,177000
1345,0,0,2,1,3,1,155835
1346,0,0,1,0,2,1,108500
1347,0,0,2,0,3,1,262500
1348,1,0,2,0,3,1,283463
1349,1,0,2,0,3,1,215000
1350,0,0,2,0,4,1,122000
1351,1,1,2,2,6,2,200000
1352,0,0,1,1,4,1,171000
1353,0,0,1,0,2,1,134900
1354,1,0,2,1,4,1,410000
1355,1,0,2,1,3,1,235000
1356,0,0,3,0,4,1,170000
1357,0,0,1,0,3,1,110000
1358,1,0,1,1,3,1,149900
1359,0,0,2,1,3,1,177500
1360,1,0,2,0,3,1,315000
1361,0,0,3,1,4,1,189000
1362,1,0,2,0,3,1,260000
1363,0,0,2,0,4,1,104900
1364,0,0,2,1,3,1,156932
1365,0,0,2,1,2,1,144152
1366,1,0,2,1,3,1,216000
1367,1,0,2,1,3,1,193000
1368,0,0,2,0,4,1,127000
1369,1,0,1,0,1,1,144000
1370,1,0,2,0,3,1,232000
1371,0,0,1,0,2,1,105000
1372,1,0,1,0,3,1,165500
1373,1,0,2,1,3,1,274300
1374,1,0,2,1,2,1,466500
1375,0,0,2,1,3,1,250000
1376,0,0,2,0,3,1,239000
1377,0,0,1,0,2,1,91000
1378,0,0,2,0,3,1,117000
1379,0,0,1,1,2,1,83000
1380,0,0,2,1,3,1,167500
1381,1,0,1,0,2,1,58500
1382,0,0,2,1,4,1,237500
1383,1,0,1,1,4,1,157000
1384,0,0,2,0,3,1,112000
1385,0,0,1,0,2,1,105000
1386,1,0,1,0,3,1,125500
1387,1,0,3,1,5,1,250000
1388,0,0,2,0,5,1,136000
1389,1,0,2,0,3,1,377500
1390,0,1,1,0,3,1,131000
1391,1,0,2,0,3,1,235000
1392,0,0,2,0,4,2,124000
1393,1,0,1,0,3,1,123000
1394,0,0,2,0,3,2,163000
1395,1,0,2,0,2,1,246578
1396,0,0,2,1,4,1,281213
1397,1,0,1,0,3,1,160000
1398,0,0,1,1,4,1,137500
1399,1,0,1,1,3,1,138000
1400,0,0,2,1,3,1,137450
1401,0,0,1,0,3,1,120000
1402,1,0,2,1,3,1,193000
1403,0,0,2,0,2,1,193879
1404,1,0,2,0,3,1,282922
1405,0,0,1,0,3,1,105000
1406,1,1,2,0,2,1,275000
1407,1,0,1,0,2,1,133000
1408,1,0,1,0,3,1,112000
1409,0,0,1,0,3,1,125500
1410,0,0,2,1,3,1,215000
1411,1,0,2,1,3,1,230000
1412,0,0,1,1,3,1,140000
1413,0,0,2,0,2,2,90000
1414,1,0,2,0,2,1,257000
1415,0,0,1,1,4,1,207000
1416,0,1,2,0,1,1,175900
1417,0,0,2,0,4,2,122500
1418,1,0,2,1,3,1,340000
1419,1,0,1,1,3,1,124000
1420,1,0,2,0,3,1,223000
1421,0,0,2,1,3,1,179900
1422,0,0,2,0,2,1,127500
1423,1,0,1,0,1,1,136500
1424,0,0,2,0,4,1,274970
1425,1,0,1,0,2,1,144000
1426,0,0,1,0,3,1,142000
1427,1,0,2,1,3,1,271000
1428,1,0,1,1,3,1,140000
1429,1,0,1,0,2,1,119000
1430,0,0,2,0,3,1,182900
1431,0,0,2,1,4,1,192140
1432,0,0,2,0,2,1,143750
1433,0,0,2,0,4,1,64500
1434,1,0,2,1,3,1,186500
1435,1,0,2,0,3,1,160000
1436,1,0,1,1,3,1,174000
1437,0,0,1,0,3,1,120500
1438,1,0,2,0,2,1,394617
1439,1,0,1,0,2,1,149700
1440,0,0,2,1,3,1,197000
1441,0,0,2,0,3,1,191000
1442,1,0,1,0,1,1,149300
1443,1,0,2,1,3,1,310000
1444,0,0,1,0,2,1,121000
1445,0,0,2,0,3,1,179600
1446,1,0,1,0,3,1,129000
1447,0,0,1,0,3,1,157900
1448,1,0,2,1,3,1,240000
1449,0,0,1,1,2,1,112000
1450,1,0,1,0,1,1,92000
1451,0,0,2,2,4,2,136000
1452,0,0,2,0,3,1,287090
1453,1,0,1,0,2,1,145000
1454,0,0,1,0,3,1,84500
1455,1,0,2,0,2,1,185000
1456,0,0,2,1,3,1,175000
1457,1,0,2,0,3,1,210000
1458,0,0,2,0,4,1,266500
1459,1,0,1,0,2,1,142125
1460,1,0,1,1,3,1,147500
